text,labels
"The programme should be expanded to cover all districts and strengthened through the provision of better equipment, in particular transportation and communication means and modern devices for land mapping, and through improved human capacities. In addition, land registration costs remain relatively high for smallholders, in particular due to the cost of land mapping. The project initiated by the National Land Agency (Badan Pertanahan Nasional, BPN) to conduct land certification free of charge could be scaled up to reach a larger number of smallholders and be jointly financed by the central and local governments. The land tenure system should be simplified and the respective responsibilities of the National Land Agency, the Ministry of Forestry, and the Ministry of Mining over land management clarified to enhance land market transparency and efficiency, thereby reducing the cost of doing business. Land classified as ‘forest land’ could be reviewed to eliminate the grey area between land classified as forest and agricultural land and to better match with existing forest areas.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Some assets are those that individuals and households accumulate and own, such as livestock, tools, houses, stores, equipment, capital and land. Equitable distribution of these assets, even more than income, is critical if economic growth is to produce poverty reduction (Horrell, 2008). Decent Work and empowerment for pro-poor growth).","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The interest rates for these loans were 4% lower than that of commercial loans. The preferential support lasts for at most 12 months (Tran and Dinh, 2014a). Just over one million farmers borrowed VND 776 billion (USD 40.8 million) under the programme during 2009 and another VND 147 billion (USD 7.7 million) was lent to 6 424 farmers in the first four months of 2010.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The SEE average score for this indicator w'as 1.8 (Figure 12.12), suggesting that all SEE economies have much work to do to facilitate optimal cross-border trade in electricity. The SEE CAO continues to develop rules to harmonise cross-border capacity calculations in electricity and is working with NRAs to determine the cause of lack of consistency and irregularities in some of the measures calculated. The WB6 initiative is relatively new but is already seen as an important policy driver for the economies.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A recent Spanish study examined effects of water markets as an institution that can substitute for growing economic risk caused by unreliable water in the Gaudalquivir Valley District in southern Spain (Calatrava and Garrido, 2005). Recent work from Mexico found considerable benefit in the use of water markets to promote water transfers from irrigators to urban users to address growing water scarcity in that country (Gastelum and Stewart, 2009). More recent work from both Spain and Mexico found that either water markets or reservoirs or both can reduce the risks of unreliable of water supply (Iglesias and Garrido, 2003; Unver and Gupta, 2003).","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"For this reason, we also include education gap-squared. The effect is likely to be non-linear and thus we include age gap-squared in Model 2 as well. Because women are socially ascribed to be primary caregivers, the presence of young children is likely to have a more significant effect on wives' time allocation, compared to that of their husbands'.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Profiling people in the overlap is done to give an idea of who the more severely deprived are. Nevertheless, also the non-overlap or partly overlapping groups can be profiled to help in the identification of children experiencing certain combinations of deprivation. As further addressed in the following sections, the (dimensional) overlap analyses and the profiling of the various groups of children/persons helps to formulate hypotheses on the underlying determinants for the observed inequalities.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In such cases, technical and vocational education and training institutions may have to take difficult decisions within a context of uncertainty - and it would be inadvisable to postpone such decisions. On-the-job adult learning or informal learning outside the workplace is especially relevant for SMEs, which are less likely to participate in formal training courses. It has not proven easy to replicate successful apprenticeship systems, such as those in German-speaking countries, in countries that lack the relevant historical and institutional arrangements. Current technological change entails the additional difficulty of identifying the appropriate companies to work with.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
How to improve the relevance and quality of education? How to strengthen and diversify the existing industries and improve the absorptive capacity of the SME-based economy? There is a need to balance the current strong focus on talent attraction with nurturing talent at home and by improving the access of new immigrants to tertiary education.,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Learning is social and collaboration must be in place to develop all the skills students need for the 21st century. In Lumiar pedagogy, the voice of the student is essential for designing the learning path. At the deepest levels of learning, students seek out and form partnerships towards the direct development of ideas or solution of problems; take ownership of their learning both inside and outside classroom walls and directly contribute to the learning of others; partner in the design, implementation and measurement of their own and others’ learning; and leverage and create powerful digital technologies that directly deepen every' aspect of the teaching and learning process. Learners have some say over the nature of their final product, if not the method by w'hich they develop these.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The inaugural issue of the journal was replete with high-quality scholarship from prominent academics and practitioners in the region. However, despite positive responses, the journal did not proceed to a second issue due to lack of funding - one of the unfortunate casualties of limited financial support for ESD. With strong linkages to industrial and commercial sectors, and natural resource development, TVET is an important area of national ESD offerings. Through alignment with the business community, there should be a strong potential for mutual reinforcement between TVET institutions interested in ESD and ‘green businesses’ or social enterprises. With the recognition of the important role of TVET institutions in advancing sustainability through the workforce, special attention has been given to reorienting TVET through a number of international workshops and symposiums in recent years (see for instance UNESCO-UNEVOC 2009).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
This period covers the rise of the second wave of feminism in New Zealand in the 1970s and 1980s; the transformation of women's political activism from outside to inside the political process and institutions; the decline of feminist activism during the height of neo-liberalism in the 1990s; and finally the emergence of women in political leadership roles in the 2000 to 2008 period.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
